ID,age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
515,22,Male,3,5,2,3,2,4,2,5,2,5,4,3,5,4,3,1,3,2,2,4,3,2,4,4,3,3,3,2,2,3,4,4,2,3,1,2,4,2,4,3,4,2,4,1,3,2,4,5,5,4
516,15,Female,1,5,1,5,1,5,1,5,1,5,5,1,5,4,3,5,5,5,4,4,3,1,1,2,4,4,5,2,1,1,2,4,4,4,2,4,3,3,2,2,2,2,5,2,1,2,4,2,5,1
517,3,Male,3,2,4,3,4,2,3,3,4,3,3,4,4,2,4,2,2,2,2,2,2,5,1,4,2,4,2,2,4,4,4,5,4,4,1,4,2,4,1,4,4,1,5,1,4,1,5,3,4,4
518,57,Female,4,2,4,1,5,1,4,2,4,2,2,5,4,3,2,2,3,3,2,3,2,4,1,4,1,1,1,4,5,4,3,3,5,2,4,2,3,1,2,5,5,1,5,1,5,1,5,5,5,5
519,18,Female,1,5,2,5,1,5,1,5,1,5,5,3,5,2,4,5,5,5,5,3,3,3,3,4,4,5,3,5,4,2,2,5,4,4,2,5,3,4,2,3,3,4,5,2,3,1,3,2,5,4
520,21,Female,1,5,1,5,1,5,1,5,1,5,5,4,5,3,4,4,4,4,4,4,2,5,2,4,2,2,5,4,4,2,4,3,4,3,1,3,1,5,1,1,4,2,5,3,4,1,5,3,5,5
521,18,Female,4,3,5,2,5,2,5,3,4,3,3,4,3,3,3,5,5,5,3,1,3,4,1,5,1,5,1,4,5,5,5,4,5,1,5,1,5,3,5,5,3,1,5,1,5,1,5,4,4,5
522,32,Male,3,1,5,1,5,1,5,2,5,1,2,3,3,3,1,1,1,1,1,2,2,1,1,5,1,4,1,5,5,5,5,4,5,2,2,5,1,3,2,3,5,1,5,1,4,5,5,4,4,5
523,26,Male,4,4,5,2,5,3,5,5,2,2,3,3,3,4,5,2,2,3,4,4,4,5,1,3,2,5,1,5,5,5,2,4,5,3,3,5,5,3,4,4,3,1,2,1,4,1,5,4,5,3
524,17,Female,3,1,4,2,5,2,5,2,4,1,1,4,2,5,1,1,2,1,1,1,4,5,1,4,2,4,1,4,4,4,5,1,4,2,4,1,4,3,5,4,3,2,3,2,4,1,3,2,3,4
525,29,Male,4,2,4,2,4,2,4,1,5,3,3,2,3,2,4,5,4,4,3,3,2,4,3,4,2,5,2,4,5,4,3,2,3,2,4,3,3,4,4,3,4,1,4,2,5,1,5,2,4,4
526,19,Female,1,3,1,5,3,5,4,4,2,5,4,2,4,1,3,5,5,5,4,4,1,3,4,5,2,5,2,3,4,3,4,4,4,4,4,5,3,2,4,2,4,4,5,3,4,1,4,3,3,4
527,28,Female,1,5,3,5,4,1,2,5,1,5,1,5,2,2,1,1,2,2,1,4,4,5,1,4,2,4,2,4,4,5,5,1,5,1,5,1,4,2,4,5,5,1,5,1,5,1,5,4,5,5
528,13,Female,2,2,4,2,3,1,3,5,3,3,2,4,2,5,2,3,1,1,2,1,1,5,2,5,1,5,1,5,5,4,2,5,4,3,3,5,2,2,3,4,5,1,5,1,5,1,5,4,4,5
529,29,Female,1,3,2,3,4,3,2,5,1,4,5,2,5,2,3,5,5,5,5,4,1,5,1,5,1,5,1,5,5,5,3,4,5,3,3,3,4,3,4,3,4,2,4,2,4,2,5,3,4,3
530,19,Female,3,3,4,3,3,2,3,3,4,5,4,3,4,3,4,4,3,4,4,4,2,5,2,4,2,4,1,4,4,4,4,2,5,2,3,3,4,3,4,3,4,2,3,2,3,2,5,3,4,3
531,46,Female,2,3,4,4,4,3,3,4,2,3,3,4,5,4,2,3,2,2,2,2,1,4,1,5,2,4,2,4,4,4,3,4,4,2,2,3,4,2,4,4,5,3,4,2,3,2,4,4,4,3
532,2,Male,5,1,5,1,5,1,5,3,5,1,4,4,5,3,5,2,1,1,3,3,1,5,2,5,1,5,1,4,5,5,5,5,5,3,1,2,5,3,3,3,5,1,5,1,5,1,3,5,5,5
533,58,Female,2,4,4,2,5,2,3,4,3,3,4,2,4,2,4,4,2,1,1,4,1,4,1,5,2,5,2,4,5,5,4,2,5,4,1,2,3,2,2,4,5,1,5,1,4,1,5,5,5,5
534,29,Male,2,4,3,5,4,4,3,4,3,5,2,4,4,2,2,2,2,1,3,3,1,4,4,5,3,3,3,3,4,3,3,3,4,2,4,2,3,4,4,4,5,1,4,1,3,2,4,3,5,4
535,19,Female,5,2,3,2,4,3,3,4,1,3,5,3,3,3,4,2,3,3,2,2,3,4,2,4,3,3,4,3,3,3,3,2,3,2,5,1,4,1,3,3,2,5,5,5,5,1,3,1,1,5
536,23,Female,3,4,2,4,2,3,1,4,1,4,4,2,4,2,4,4,4,4,4,4,2,4,3,4,2,4,2,3,4,3,2,4,4,4,3,4,4,3,3,2,3,2,4,3,3,3,3,2,3,3
537,18,Female,1,2,3,3,4,3,2,4,1,4,4,3,4,4,5,3,4,4,4,3,4,5,3,5,2,5,2,5,5,4,3,3,4,4,2,5,3,3,4,3,4,2,3,2,4,3,4,3,4,3
538,17,Female,4,2,5,4,4,4,5,3,3,3,4,4,4,3,3,3,3,3,3,3,4,5,2,4,3,5,4,4,4,5,4,2,5,3,2,3,4,3,4,4,4,4,4,4,3,4,4,2,3,3
539,23,Male,2,2,4,4,4,2,3,4,4,4,1,3,4,2,1,2,3,4,1,4,2,5,2,4,2,2,1,3,4,3,4,2,4,3,1,1,4,3,2,3,4,3,5,3,4,1,4,4,5,3
540,18,Female,4,3,5,3,5,2,2,3,4,5,1,5,3,1,1,3,2,1,4,1,1,1,2,5,1,5,1,5,5,4,5,2,5,2,1,3,4,2,3,3,5,1,4,1,5,1,5,3,4,4
541,17,Female,4,1,4,1,4,1,3,1,5,5,5,2,5,3,3,5,4,4,4,3,1,5,1,5,1,5,1,5,4,5,4,5,3,3,1,5,1,4,2,5,2,2,5,1,5,1,4,2,5,5
542,44,Female,2,3,5,3,3,3,3,1,3,5,5,5,5,1,3,2,3,4,3,3,5,5,1,5,1,5,1,5,4,5,4,3,4,1,4,1,3,1,4,3,3,1,1,1,4,1,5,1,5,4
543,13,Male,1,1,3,1,5,1,5,3,1,3,5,5,3,1,5,1,4,3,5,1,5,1,3,1,3,1,4,3,1,1,5,5,4,5,1,5,3,3,1,1,1,1,1,5,3,3,3,1,1,3
544,37,Female,1,2,4,4,4,3,4,5,1,3,2,5,3,4,3,2,2,1,4,1,3,4,3,4,3,3,2,4,4,5,3,1,4,3,5,1,4,1,5,4,4,3,2,1,4,4,4,3,3,3
545,46,Male,1,3,3,3,4,2,2,3,4,4,2,4,4,3,3,4,3,3,4,2,4,2,2,3,4,2,4,3,4,4,4,2,4,1,3,3,4,2,3,4,4,1,5,1,5,1,5,4,4,5
546,17,Female,1,4,2,4,2,3,2,4,2,5,5,2,4,3,3,4,4,4,5,4,2,3,5,2,4,2,4,1,2,2,3,2,4,2,2,4,4,4,3,2,2,3,4,3,3,1,4,2,5,4
547,47,Male,1,3,3,3,2,3,2,5,2,5,5,2,4,2,4,4,3,3,3,3,2,3,1,3,4,4,3,2,2,3,1,5,5,4,2,3,1,4,1,4,5,1,4,1,4,1,4,4,5,4
548,26,Female,2,1,5,1,5,1,5,2,4,1,5,1,5,2,5,5,5,5,5,4,1,5,1,5,1,4,1,5,5,4,2,3,2,3,2,4,2,3,3,3,5,3,5,3,5,1,4,5,5,5
549,14,Female,5,1,1,3,2,2,1,5,1,5,5,3,5,1,5,4,4,4,3,5,1,5,1,5,1,5,1,5,5,2,1,5,5,5,1,4,3,2,1,3,5,1,5,1,4,1,3,4,5,5
550,17,Male,4,3,5,3,4,2,3,2,5,3,1,3,2,4,3,2,3,2,4,2,2,3,4,2,3,4,2,3,2,3,2,1,3,2,1,2,2,2,1,2,4,3,2,3,3,4,4,4,2,4
551,28,Female,3,3,2,4,3,3,2,5,2,5,5,3,5,3,2,4,3,3,4,3,1,3,1,3,1,5,2,4,4,3,4,2,4,2,4,2,4,3,3,5,2,3,2,3,3,4,4,1,3,3
552,22,Female,1,5,3,2,3,5,1,5,1,5,3,3,3,2,2,2,2,2,2,1,3,4,1,4,3,3,4,3,4,2,4,3,4,3,3,2,3,3,4,5,4,5,2,5,3,5,3,5,3,1
553,19,Female,2,3,4,2,4,2,5,5,2,4,5,4,5,4,4,5,2,2,3,2,5,5,1,5,1,5,1,5,5,4,4,4,3,2,4,4,5,2,5,5,3,2,4,3,4,2,4,2,5,3
554,14,Female,3,2,3,3,2,4,1,2,5,5,5,5,5,1,5,5,5,5,5,3,5,5,2,5,5,5,1,3,2,1,1,5,1,5,1,5,1,5,1,1,1,3,2,3,2,3,4,2,3,2
555,23,Male,2,4,2,4,3,5,3,5,2,5,3,2,5,2,2,2,4,4,4,3,3,4,4,4,3,4,4,2,4,2,5,2,5,2,4,1,4,1,4,5,5,1,5,2,5,1,5,4,5,4
556,25,Female,3,2,5,3,5,2,3,3,3,2,5,3,5,4,4,3,3,3,4,4,1,3,1,4,1,4,2,4,3,4,4,1,4,1,3,1,5,1,5,5,5,2,4,2,4,1,4,3,3,3
557,17,Male,5,1,5,2,5,1,5,2,5,1,3,5,3,2,2,2,2,2,1,2,1,5,2,4,1,3,1,4,4,5,1,5,4,4,2,5,1,4,1,4,5,2,5,1,4,2,4,5,5,4
558,22,Male,5,1,5,1,5,1,5,2,4,4,4,5,5,2,1,3,2,2,5,4,3,5,5,4,2,5,1,4,5,5,2,5,5,3,1,5,3,4,5,5,5,1,5,1,4,1,4,5,5,5
559,22,Male,1,5,1,5,1,5,1,5,1,5,2,5,5,1,1,4,5,5,5,1,2,1,3,5,3,1,5,1,1,1,5,5,5,1,4,1,5,1,5,5,3,1,5,1,2,1,5,1,5,1
560,24,Male,2,3,2,5,3,1,1,3,3,5,5,2,5,1,5,5,4,4,4,5,2,3,3,5,2,5,1,4,4,3,3,4,3,5,2,5,4,3,3,3,4,2,5,1,4,1,3,3,5,5
561,27,Female,3,3,3,4,4,2,2,3,2,3,2,4,2,4,2,2,3,3,2,3,2,3,3,2,3,4,2,3,3,3,3,4,3,4,2,2,3,3,2,2,4,4,4,3,4,2,2,2,2,4
562,18,Male,2,5,3,4,3,5,3,4,2,4,2,2,2,3,2,1,4,4,2,4,3,5,4,2,4,1,2,5,2,3,4,4,5,5,1,5,2,4,1,2,2,3,2,1,2,3,3,2,5,4
563,2,Female,3,4,4,2,4,1,5,3,4,2,2,4,3,4,2,2,3,2,3,1,2,3,3,4,2,3,2,4,3,3,5,1,4,1,3,1,4,1,4,4,2,4,4,1,4,1,4,2,4,5
564,15,Female,4,2,4,4,4,4,3,2,5,1,4,5,4,5,4,2,5,4,2,2,5,4,2,5,3,5,4,4,5,4,2,2,3,4,3,2,4,4,4,3,2,4,4,4,5,5,4,1,1,5
565,17,Male,1,5,5,4,4,4,1,3,4,5,3,5,5,3,3,3,2,3,2,3,5,5,4,4,3,4,1,4,4,3,3,5,5,4,2,4,3,4,4,3,4,1,5,1,4,1,4,4,3,5
566,3,Female,5,1,5,3,4,1,5,3,5,3,2,4,4,3,3,3,3,2,3,2,5,5,2,5,3,5,2,4,5,5,3,3,5,4,3,4,3,3,2,4,4,3,5,2,5,1,5,3,4,5
567,18,Female,4,2,4,2,4,2,4,2,3,3,4,5,3,2,4,3,4,4,4,4,1,5,3,5,1,4,1,4,5,5,2,4,2,4,4,4,2,4,3,3,4,1,5,1,4,1,4,4,5,5
568,21,Female,1,3,3,4,4,3,4,5,1,4,5,2,5,3,3,3,4,2,4,2,2,3,3,3,4,5,3,5,3,5,3,2,5,3,4,2,4,2,1,4,4,2,5,3,4,5,5,3,5,4
569,1995,Female,1,3,3,4,3,1,1,4,1,4,3,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,5,4,1,5,1,4,1,5,2,4,4,4,1,4,5,5,1,5,4,5,5
570,62,Female,4,2,5,3,5,2,4,2,4,1,2,3,4,3,1,3,3,2,4,2,1,5,1,4,1,3,1,4,4,5,2,5,3,2,1,5,1,3,2,4,4,5,5,5,4,1,3,4,3,5
571,18,Male,2,5,3,4,3,2,2,5,3,5,4,2,5,3,4,4,3,4,4,4,2,4,3,4,2,4,1,4,4,3,3,2,4,3,2,4,3,3,4,4,3,3,3,2,3,2,3,3,5,3
572,16,Male,5,5,5,5,5,5,5,5,3,5,1,1,5,1,5,5,5,5,5,1,1,3,1,5,1,5,1,5,5,5,1,5,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5
573,18,Male,5,2,5,2,5,1,5,1,5,1,2,4,1,4,2,1,3,2,4,2,5,5,3,2,5,2,3,2,1,4,3,2,3,2,1,3,3,4,2,3,4,1,4,2,4,2,5,5,2,4
574,34,Female,3,4,2,4,2,5,2,3,3,5,4,2,5,1,2,2,2,3,2,4,1,4,2,5,2,4,2,5,4,3,2,4,4,3,2,4,3,2,4,4,4,2,2,2,3,3,4,4,5,2
575,29,Female,5,3,5,3,3,1,3,3,5,4,3,4,2,3,2,4,5,3,5,1,3,1,3,2,5,1,3,4,2,4,2,3,5,4,2,1,5,3,5,3,5,1,3,4,4,1,5,5,4,4
576,18,Female,3,1,3,2,3,1,5,4,3,2,4,2,4,4,4,4,3,3,4,4,1,3,1,5,2,5,1,5,5,4,3,3,4,3,2,3,3,3,3,3,3,4,4,2,4,1,2,2,4,4
577,2,Female,3,5,5,2,4,1,5,3,3,5,5,2,5,5,5,5,5,4,5,3,5,5,3,4,3,5,3,4,5,4,3,3,5,5,4,5,1,2,5,4,5,2,5,1,3,1,5,3,3,5
578,18,Female,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,4,3,2,4,1,4,2,3,4,4,3,2,2,2,4,2,3,2,4,3,3,3,3,2,3,2,4,2,2,3
579,28,Female,1,3,5,4,3,2,2,4,2,5,2,3,4,5,3,4,1,1,2,2,1,4,2,4,2,4,2,4,4,4,5,1,4,1,4,1,4,1,5,3,5,4,5,5,4,1,4,4,4,4
580,22,Female,4,1,5,1,5,1,4,1,1,1,1,5,4,2,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,2,5,2,1,1,4,1,1,1,2,3,1,3,1,3,1,4,2,5,3
581,19,Female,1,5,1,5,2,5,1,5,1,5,2,5,3,5,2,2,1,1,1,1,1,4,1,5,1,5,3,5,4,1,3,1,3,4,4,2,5,5,4,3,4,3,5,3,4,1,3,2,5,5
582,18,Female,5,2,5,2,5,1,5,3,5,3,3,4,3,4,1,5,4,4,4,3,1,5,1,5,1,5,1,5,5,5,3,3,5,3,5,4,3,2,3,5,3,3,5,3,5,1,5,3,4,5
583,22,Female,2,3,4,4,1,2,2,4,2,4,3,4,4,5,1,4,3,2,4,2,2,4,1,5,2,4,2,4,5,4,3,4,4,3,1,4,4,3,4,4,2,1,1,1,3,2,4,1,5,2
584,14,Female,1,5,2,5,3,1,1,5,1,5,5,2,4,3,4,4,4,4,5,3,4,3,4,4,2,4,4,3,3,3,3,1,2,3,2,4,5,3,3,3,4,2,4,2,4,2,5,3,3,4
585,23,Female,4,2,4,2,5,2,4,3,4,3,3,3,4,3,3,2,3,2,2,2,1,5,1,5,1,4,1,4,4,4,3,2,4,2,5,1,4,2,3,4,4,2,3,2,4,3,4,3,4,3
586,18,Male,2,4,4,4,2,4,1,4,3,3,1,3,2,3,1,1,2,1,2,2,5,3,4,4,4,2,4,3,3,4,4,4,4,3,2,3,4,3,2,4,5,2,2,2,3,4,4,4,3,3
587,2,Male,1,5,2,5,2,5,2,4,5,5,5,5,5,1,5,5,5,5,5,5,1,5,1,4,1,5,2,4,4,5,4,5,5,4,5,5,4,3,3,4,5,3,5,1,5,1,4,5,5,5
588,22,Female,4,1,4,4,4,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3,1,2,3,5,3,4,3,4,5,3,3,2,3,3,3,2,4,3,2,3,3,3,4,3,5,1,4,3,4,4
589,21,Male,1,1,3,2,2,1,2,4,2,4,5,3,5,1,5,5,5,5,5,5,2,5,2,3,2,5,2,3,4,2,2,2,4,3,2,2,5,3,2,3,5,1,5,1,4,1,4,4,5,5
590,26,Male,1,5,1,5,2,3,1,4,4,5,5,2,5,2,5,5,4,4,5,2,5,4,4,1,2,4,2,4,1,2,3,4,5,5,2,4,4,2,4,4,5,1,4,1,4,1,5,5,3,4
591,16,Male,1,5,1,5,1,1,1,5,2,5,3,4,5,1,3,1,4,4,2,5,2,3,3,5,2,5,4,5,5,3,3,1,5,3,2,2,4,4,4,5,4,1,5,2,3,1,2,5,5,5
592,2,Female,4,1,5,2,5,2,5,2,5,2,3,2,3,4,1,2,2,1,1,5,2,5,2,4,2,3,1,4,4,4,3,4,2,1,2,3,3,4,4,2,4,1,4,2,5,2,5,2,4,5
593,17,Female,1,4,4,5,1,3,1,5,1,1,4,3,2,1,4,3,5,5,5,5,2,2,5,3,3,2,3,4,2,3,2,5,3,3,1,5,3,3,1,3,3,4,1,4,5,5,4,3,4,2
594,18,Female,2,3,3,2,3,2,2,4,3,5,5,2,4,1,1,2,2,1,1,1,1,4,1,2,1,3,1,3,2,2,5,2,4,2,5,3,3,2,4,2,3,2,4,1,3,2,3,1,2,3
595,3,Male,3,3,3,3,3,3,3,3,3,3,5,2,5,2,3,3,4,5,4,4,2,3,3,4,3,3,3,3,3,3,3,3,4,3,2,3,4,2,3,4,3,2,4,2,4,2,3,4,4,4
596,22,Female,3,1,4,4,3,2,3,2,4,4,4,2,4,2,4,4,3,4,4,4,3,4,2,3,3,4,2,3,4,4,2,4,2,4,2,4,2,3,3,3,4,3,3,2,2,4,2,4,4,2
597,36,Male,1,1,1,5,2,1,2,5,1,5,5,1,5,1,5,4,3,4,5,5,1,4,5,3,2,3,2,5,1,2,1,2,5,3,1,1,1,1,4,4,4,5,5,4,5,1,1,4,4,4
598,21,Male,3,2,4,4,4,5,5,5,5,5,3,5,4,3,5,5,5,3,5,3,1,4,1,5,1,5,1,3,5,5,2,3,5,4,1,3,5,1,5,5,4,2,5,1,3,1,4,3,5,5
599,64,Male,4,4,2,5,1,2,1,5,1,5,2,4,5,2,1,2,1,2,1,2,1,5,1,4,5,5,1,4,5,5,1,4,3,1,2,1,4,1,4,4,3,4,2,5,1,4,3,4,5,2
600,19,Female,2,3,3,3,2,1,3,1,5,5,5,2,5,2,2,4,4,4,5,4,2,4,2,5,3,4,1,5,5,3,3,2,3,2,2,2,3,3,4,4,5,3,3,2,4,2,3,3,5,4
601,32,Male,1,2,3,3,4,2,1,5,2,2,4,3,4,4,2,4,3,2,4,2,3,2,2,2,5,3,4,1,4,2,2,2,5,2,1,2,5,1,1,5,4,2,4,1,4,2,3,5,5,4
602,19,Male,4,1,4,2,4,1,4,4,4,2,2,4,3,3,1,3,3,1,3,2,1,5,3,3,3,4,2,4,4,4,2,5,2,3,1,3,1,3,2,3,3,2,4,2,4,2,3,3,4,5
603,21,Female,2,2,3,3,4,2,1,3,3,4,4,3,4,2,4,4,4,4,3,3,3,4,1,3,2,4,4,4,2,4,4,5,2,4,2,4,4,2,4,4,1,2,4,2,3,3,2,1,5,3
604,24,Female,4,1,4,2,4,1,4,1,1,3,4,2,5,2,3,4,4,4,3,3,2,5,3,5,1,5,1,4,4,4,2,5,3,5,1,5,3,4,2,2,5,1,5,1,4,1,5,4,3,5
605,29,Male,1,1,1,3,4,2,2,3,3,4,5,2,5,3,3,5,3,2,5,3,1,2,1,5,2,5,2,4,4,1,3,2,4,5,4,2,4,3,4,2,5,2,4,4,4,1,4,4,5,4
606,28,Male,1,5,2,4,2,4,1,3,5,4,5,3,4,3,4,5,5,5,5,3,3,2,2,3,3,3,3,2,3,2,4,3,4,2,1,2,3,4,3,3,2,4,3,4,3,4,3,2,3,2
607,17,Female,1,5,1,5,2,5,1,5,1,5,4,3,5,3,4,1,1,1,3,1,1,5,1,5,1,5,1,4,5,5,4,2,5,2,2,4,5,2,4,4,3,3,5,3,5,1,5,2,5,5
608,52,Female,3,1,4,3,5,1,3,3,4,2,3,4,4,4,2,4,2,2,3,2,1,5,1,4,1,3,2,5,4,4,2,3,2,1,5,3,4,2,3,2,3,2,4,1,4,2,3,1,3,3
609,3,Female,1,5,1,5,1,4,1,5,1,5,4,3,5,3,4,4,2,2,4,4,1,1,3,3,4,4,5,4,2,1,3,1,4,2,3,2,4,2,4,2,3,4,4,2,4,4,3,3,5,4
610,55,Male,3,2,5,4,5,3,4,2,3,2,1,5,2,5,2,4,4,1,1,3,2,5,1,5,3,5,3,4,4,3,5,1,5,1,4,1,3,1,5,5,3,1,2,5,4,3,4,3,3,4
611,33,Female,4,2,3,2,3,2,2,2,4,4,3,3,3,4,3,3,3,3,5,2,3,4,2,4,4,4,4,4,3,3,3,2,4,3,3,4,3,3,3,4,3,2,4,3,3,2,4,2,3,3
612,47,Female,2,3,4,3,3,2,2,4,2,4,3,2,5,1,4,4,3,4,2,4,2,3,2,5,3,5,3,4,3,2,4,4,5,4,2,5,3,3,3,5,5,2,5,1,4,1,5,4,5,4
613,22,Male,3,1,4,2,5,2,2,4,4,3,2,4,4,3,2,1,1,1,1,2,1,4,3,5,1,5,1,4,5,4,4,2,5,2,4,2,4,1,4,5,4,1,4,1,5,1,5,4,4,5
614,3,Male,1,5,3,5,3,4,1,3,4,5,2,5,4,3,4,3,5,5,5,3,2,3,3,5,4,2,3,5,5,3,4,1,5,3,3,1,4,3,5,5,3,3,5,3,4,1,4,3,5,3
615,21,Female,2,4,2,5,2,4,1,5,2,5,5,3,5,1,5,5,4,4,4,4,2,3,1,4,2,4,2,4,4,4,4,1,4,4,2,4,4,4,2,3,4,3,5,1,4,1,4,4,4,4
616,3,Female,3,1,5,1,5,1,5,3,5,5,3,5,1,3,4,2,1,2,2,2,1,5,1,5,1,5,1,5,4,5,3,5,5,1,3,1,5,1,5,5,3,1,3,1,3,3,4,1,4,2
617,16,Female,1,1,5,2,2,1,2,3,3,4,3,4,2,3,5,2,5,3,5,2,5,2,5,1,1,2,1,1,1,1,1,5,4,5,1,5,3,3,4,4,3,5,3,5,5,3,5,1,4,5
618,17,Male,1,1,3,3,5,5,1,3,5,1,5,5,2,3,5,5,5,5,5,1,5,1,1,4,5,5,5,5,5,1,2,5,1,5,1,5,1,5,1,4,4,2,4,3,5,4,5,5,5,5
619,19,Male,2,4,4,3,5,3,2,4,3,4,3,4,5,3,1,2,3,1,2,3,2,5,3,5,1,4,1,4,4,4,2,5,3,2,2,3,3,4,4,3,3,3,5,2,2,1,3,3,4,3
620,22,Female,3,1,4,2,5,1,5,2,5,2,2,4,4,3,2,2,4,2,2,2,1,4,1,4,2,4,2,5,3,4,3,2,4,2,3,4,5,3,3,4,3,2,5,2,3,1,4,2,2,4
621,26,Male,5,1,5,3,4,3,5,4,5,2,2,4,3,2,3,2,5,5,4,2,3,5,3,4,2,4,1,5,4,5,3,4,4,4,2,4,5,3,4,5,3,3,4,2,4,2,3,3,4,5
622,24,Female,4,2,5,4,5,1,5,4,4,3,3,4,2,3,3,3,2,2,2,2,4,5,1,5,2,5,2,4,5,5,2,4,1,2,3,2,5,2,3,4,4,3,4,2,4,2,3,4,4,4
623,54,Female,5,1,5,1,5,1,5,1,5,1,1,3,4,3,5,3,1,3,5,3,3,4,2,3,3,5,1,3,5,5,1,5,1,5,1,5,1,3,1,1,4,3,5,3,5,1,5,4,5,5
624,19,Female,1,4,4,4,4,2,2,4,4,4,5,5,4,2,2,4,4,3,2,4,1,4,2,5,2,5,2,4,5,3,2,1,4,3,2,2,4,4,3,3,5,1,5,1,4,1,5,5,5,5
625,15,Female,2,5,1,4,1,5,1,5,1,5,5,3,3,5,5,5,5,5,5,5,2,1,2,2,5,4,5,3,1,2,3,4,5,4,2,5,5,3,2,3,2,5,5,1,4,1,4,2,4,4
626,38,Female,2,4,2,4,2,5,1,4,1,4,4,3,4,3,4,4,4,5,5,3,3,1,4,1,5,1,4,1,1,1,3,1,4,4,4,1,4,5,2,2,3,3,2,3,1,4,4,3,4,2
627,19,Female,4,2,4,2,4,2,4,3,4,2,4,2,4,3,3,3,4,3,3,3,2,4,1,4,2,4,2,4,4,4,4,4,4,2,3,4,3,2,3,4,3,2,4,2,3,2,4,3,4,4
628,21,Female,2,2,3,3,4,2,2,4,2,4,1,4,4,4,1,2,2,2,4,2,4,4,3,3,4,4,2,4,3,3,2,2,5,3,5,4,4,3,2,4,5,2,5,2,4,1,4,5,5,4
629,2,Female,3,1,2,2,5,5,2,2,5,5,5,2,5,1,5,5,3,2,5,4,2,3,4,5,2,5,3,5,5,4,4,5,2,5,1,5,2,4,2,5,4,2,5,2,3,2,4,4,5,5
630,24,Male,2,3,2,3,4,3,2,2,4,4,4,2,4,4,4,4,4,4,3,4,3,4,1,4,3,3,3,2,3,3,4,4,4,2,2,5,4,3,2,3,5,2,4,3,4,2,4,4,5,4
631,15,Female,4,1,4,1,5,1,5,1,5,2,2,5,2,2,2,2,4,4,2,2,5,5,1,5,1,4,2,5,5,5,5,3,4,3,4,2,4,1,2,5,5,1,5,1,5,1,5,4,3,5
632,18,Male,1,5,3,5,2,4,1,4,3,3,1,5,1,3,2,1,2,1,1,4,3,2,1,1,5,2,5,2,5,4,4,5,5,2,1,5,1,5,1,4,4,1,5,1,5,1,5,4,5,5
633,2,Female,1,5,2,5,1,4,1,4,3,5,4,2,5,2,1,2,4,2,2,4,2,3,2,5,4,4,4,4,2,2,2,5,5,4,2,5,4,4,2,4,5,1,5,1,5,1,5,5,5,5
634,21,Male,3,4,4,3,3,3,3,3,4,3,1,3,2,3,2,1,2,1,3,3,1,4,3,3,4,2,1,3,3,5,4,1,4,1,4,1,3,1,4,5,3,1,4,2,4,1,5,4,4,4
635,18,Female,3,1,4,3,3,2,2,2,2,4,4,2,5,2,3,4,4,4,4,4,2,4,3,4,3,3,2,4,3,3,2,4,4,4,2,5,2,4,2,3,5,3,5,2,4,1,4,4,4,5
636,2,Male,3,2,3,3,3,4,1,4,3,4,3,4,4,3,3,3,4,4,4,3,4,3,2,4,4,3,2,3,4,3,2,2,4,4,4,3,3,3,2,4,2,4,4,3,3,3,4,3,3,3
637,21,Male,3,3,1,2,2,4,1,2,4,5,4,4,4,2,4,4,4,3,1,3,2,2,3,2,5,3,4,2,2,5,2,5,4,2,1,4,2,5,1,3,1,2,3,3,3,3,4,2,3,2
638,18,Male,2,2,4,3,2,2,1,4,2,4,4,4,5,5,4,5,4,3,5,5,2,3,1,4,3,5,3,4,4,3,4,4,5,4,4,4,4,2,4,4,3,2,2,2,4,4,3,3,4,4
639,56,Male,3,2,5,2,5,1,5,3,3,3,4,3,4,4,3,3,2,1,4,1,1,5,1,5,1,5,1,5,4,5,5,4,5,3,2,5,3,1,3,4,4,1,4,1,5,1,5,3,5,5
640,21,Male,3,1,5,3,5,1,5,3,5,2,1,4,2,3,2,2,2,1,2,2,2,3,2,4,3,3,2,3,3,3,2,4,2,2,2,5,3,2,3,4,5,1,5,1,5,1,5,5,4,5
641,21,Male,4,1,5,1,5,1,5,2,5,1,2,4,4,4,2,1,1,1,2,1,3,5,3,3,3,2,3,4,2,3,5,1,5,1,4,1,5,1,4,5,4,1,4,1,4,1,5,4,4,5
642,15,Female,4,4,2,5,2,2,1,5,3,4,3,3,4,2,2,3,4,3,4,4,2,4,2,4,3,5,2,4,4,3,2,4,3,2,1,4,3,3,3,4,4,3,5,3,4,2,4,2,5,3
643,15,Male,2,2,3,5,1,2,2,5,1,5,4,3,4,3,3,3,3,3,3,2,1,3,1,5,2,5,2,5,5,2,3,2,3,2,2,2,3,3,2,3,3,3,2,3,2,3,4,2,3,2
